연번,자치구,주소,X좌표,Y좌표
12030,마포구,마포구 신수동 31-132대,194486.484,550190.1374
12031,마포구,마포구 신수동 33-32대,194507.1805,550197.9049
12032,마포구,마포구 창전동 68-12천,194015.2154,549786.6347
12033,마포구,마포구 성산동 293-3도,192384.2725,551897.7032
12034,마포구,마포구 성산동 27-57철,192013.2625,551992.4375
12035,마포구,마포구 상암동 75 대,190963.1521,553083.3625
12036,마포구,마포구 공덕동 617-74 구,196001.025,549946.3937
12037,마포구,마포구 염리동 144 대,195295.0611,550813.6568
12038,마포구,마포구 염리동 144 대,195304.9497,550814.5886
12039,마포구,마포구 염리동 144 대,195296.5747,550794.3386
12040,마포구,마포구 대흥동 18-55대,195057.2645,550147.2375
12041,마포구,마포구 창전동 437대,193816.4992,549802.4416
12042,마포구,마포구 창전동 30-2대,193817.4181,549781.3922
12043,마포구,마포구 연남동 242-4도,193029.8125,551542.9937
12044,마포구,마포구 연남동 241-97도,193040.85,551501.2687
12045,마포구,마포구 연남동 242-4도,193021.15,551530.6687
12046,마포구,마포구 창전동 65-1도,194067.225,550079.9562
12047,마포구,마포구 상암동 1660 대,189576.5516,553219.6609
12048,마포구,마포구 연남동 산95-3 철,193443.5884,551555.6335
12049,마포구,마포구 연남동 산95-3 철,193443.5884,551555.6335
12050,마포구,마포구 연남동 413-21 도,193423.5,551559.7812
12051,마포구,마포구 합정동 442-34대,192094.625,550479.4562
12052,마포구,마포구 망원동 442-38도,192059.5494,550482.376
12053,마포구,마포구 노고산동 5-86대,194563.8825,550660.3644
12054,마포구,마포구 공덕동 404-7도,195677.7333,549348.587
12055,마포구,마포구 상암동 543잡,189351.132,553934.7285
12056,마포구,마포구 합정동 198-37도,192257.3213,549575.2096
12057,마포구,마포구 합정동 404도,192285.2634,549583.6483
12058,마포구,마포구 중동 371-1대,191430.1093,552740.177
12059,마포구,마포구 중동 379 대,192186.6897,552224.4585
12060,마포구,마포구 성산동 152-72잡,192541.7833,552042.3884
12061,마포구,마포구 성산동 104-24 도,192571.9689,552013.6249
12062,마포구,마포구 성산동 150-24대,192586.2872,552018.1914
12063,마포구,마포구 성산동 151-8대,192592.7201,552035.3026
12064,마포구,마포구 서교동 562-3대,192805.125,550888.6937
12065,마포구,마포구 서교동 562-41대,192825.0625,550877.1312
12066,마포구,마포구 동교동 204-4도,193005.2851,550725.1889
12067,마포구,마포구 서교동 562-4대,192806.7794,550875.6145
12068,마포구,마포구 동교동 204-3대,192979.6858,550742.3268
12069,마포구,마포구 서교동 562-51대,192801.7341,550906.6522
12070,마포구,마포구 서교동 204-51 대,192956.6233,550725.2018
12071,마포구,마포구 연남동 562-16대,192834.6126,550909.8146
12072,마포구,마포구 서교동 204-39대,192975,550713.8562
12073,마포구,마포구 서교동 204-39대,192979.9125,550710.6812
12074,마포구,마포구 합정동 395-125대,192789.9414,549810.7295
12075,마포구,마포구 동교동 205-11도,192994.0236,550738.0874
12076,마포구,마포구 동교동 158-20대,193114.8468,550590.5795
12077,마포구,마포구 서교동 158-24대,193107.425,550578.5937
12078,마포구,마포구 서교동 347-27대,193325.5572,550371.5018
12079,마포구,마포구 서교동 347-27대,193325.5572,550371.5018
12080,마포구,마포구 동교동 355도,193724.5725,550940.9286
12081,마포구,마포구 동교동 355도,193724.5725,550940.9286
12082,마포구,마포구 동교동 152-11대,193240.1139,550818.2211
12083,마포구,마포구 동교동 153-17대,193250.6097,550795.295
12084,마포구,마포구 동교동 153-1대,193255.0652,550804.7727
12085,마포구,마포구 동교동 153-1대,193255.0652,550804.7727
12086,마포구,마포구 동교동 150-10대,193298.5146,550867.4844
12087,마포구,마포구 동교동 148-12대,193300.6011,550853.1844
12088,마포구,마포구 동교동 148-12대,193300.6011,550853.1844
12089,마포구,마포구 상암동 579-1구,189341.2228,553918.0054
12090,마포구,마포구 상암동 547답,189340.6872,553942.1038
12091,마포구,마포구 상암동 534 대,189378.1161,554010.8104
12092,마포구,마포구 상암동 535대,189386.0094,553997.4439
12093,마포구,마포구 상암동 525철,189434.4875,554054.6562
12094,마포구,마포구 상암동 508-6 철,189537.55,554080.9062
12095,마포구,마포구 상암동 508-5 철,189527.05,554097.2187
12096,마포구,마포구 상암동 508철,189595.8543,554176.5469
12097,마포구,마포구 상암동 508철,189605.1405,554160.2634
12098,마포구,마포구 상암동 293-22답,189659.6125,554233.9687
12099,마포구,마포구 상암동 275-10대,189671.9333,554235.1362
12100,마포구,마포구 상암동 293-21 잡,189681.1118,554246.328
12101,마포구,마포구 상암동 293-22답,189656.675,554263.8187
12102,마포구,마포구 상암동 293-22답,189643.5875,554256.9187
12103,마포구,마포구 상암동 293-22답,189645.8519,554242.3574
12104,마포구,마포구 상암동 293-82전,189726.2125,554210.5812
12105,마포구,마포구 상암동 292-6대,189718.025,554200.6437
12106,마포구,마포구 신수동 93-116대,194218.6,549779.8187
12107,마포구,마포구 창전동 101-44도,194023.4736,549778.1311
12108,마포구,마포구 성산동 450대,191262.85,551775.2812
12109,마포구,마포구 성산동 450대,191328.55,551757.0062
12110,마포구,마포구 성산동 593-16 대,191491.1394,551477.9951
12111,마포구,마포구 성산동 산 4-28 도,191477.4745,551517.5942
12112,마포구,마포구 성산동 산4-8임,191522.9875,551525.6687
12113,마포구,마포구 망원동 30-48대,191870.9101,550968.4544
12114,마포구,마포구 성산동 30-38대,191926.5901,550936.2907
12115,마포구,마포구 망원동 473-14대,192175.9559,550530.3124
12116,마포구,마포구 망원동 473-45대,192175.131,550546.5734
12117,마포구,마포구 서교동 469-33대,192219.3022,550508.568
12118,마포구,마포구 상수동 86-47대,193201.2357,549773.6307
12119,마포구,마포구 상수동 85-1대,193173.8509,549796.057
12120,마포구,마포구 상암동 547답,189328.4257,553917.5423
12121,마포구,마포구 연남동 413-22 도,193422.875,551556.0937
12122,마포구,마포구 연남동 242-4도,193018.5125,551520.4562
12123,마포구,마포구 동교동 446대,193514.925,551038.1437
12124,마포구,마포구 동교동 490대,193511.1799,551002.0769
12125,마포구,마포구 동교동 432대,193548.9734,550998.0032
12126,마포구,마포구 공덕동 45 도,196329.4,549771.5937
12127,마포구,마포구 합정동 374-1대,192259.6096,549585.2594
12128,마포구,마포구 상수동 309-10도,193187.9807,549832.3592
12129,마포구,마포구 상수동 86-28대,193219.434,549816.7663
12130,마포구,마포구 합정동 405-6대,192904.9193,549820.2451
12131,마포구,마포구 상수동 427도,192965.1625,549827.6062
12132,마포구,마포구 창전동 99-1대,194033.781,549794.5066
12133,마포구,마포구 구수동 95-5대,194066.3347,549771.6866
12134,마포구,마포구 합정동 393-18대,191981.1737,549995.2364
12135,마포구,마포구 합정동 407도,191975.0737,549988.8364
12136,마포구,마포구 도화동 254-5대,195721.8914,549192.6101
12137,마포구,마포구 도화동 240-13 도,195711.4457,549182.0932
12138,마포구,마포구 도화동 240-13 도,195711.4457,549182.0932
12139,마포구,마포구 상암동 400도,190051.6798,553793.3671
12140,마포구,마포구 상암동 411-3 도,190292.825,553640.6482
12141,마포구,마포구 상암동 327-11대,190283.1935,553631.1976
12142,마포구,마포구 상암동 411-3 도,190284.5826,553621.1456
12143,마포구,마포구 상암동 328-5대,190304.6,553609.1125
12144,마포구,마포구 상암동 328-4대,190322.3142,553608.7802
12145,마포구,마포구 상암동 327-8대,190324.8094,553632.7161
12146,마포구,마포구 상암동 364-9대,190571.8125,553449.9562
12147,마포구,마포구 상암동 383-3도,190564.9125,553424.5562
12148,마포구,마포구 상암동 384도,190543.753,553432.418
12149,마포구,마포구 상암동 384-12 도,190522.025,553441.1187
12150,마포구,마포구 상암동 384도,190526.35,553459.3125
12151,마포구,마포구 상암동 363-8대,190535.6263,553470.5648
12152,마포구,마포구 상암동 33-12도,190879.775,553187.2375
12153,마포구,마포구 상암동 33-12도,190872.25,553169.975
12154,마포구,마포구 상암동 75 대,190952.832,553096.8152
12155,마포구,마포구 상암동 75 대,190974.0438,553081.1949
12156,마포구,마포구 상암동 33-12도,190980.5206,553099.7721
12157,마포구,마포구 상암동 106-3 도,190713.9806,553327.7797
12158,마포구,마포구 상암동 106-3 도,190709.6435,553307.8002
12159,마포구,마포구 상암동 223-9대,191106.1088,552958.6146
12160,마포구,마포구 상암동 223-18 주,191129.3304,552952.0738
12161,마포구,마포구 상암동 242도,191135.975,552975.9625
12162,마포구,마포구 상암동 242도,191112.5781,552977.9395
12163,마포구,마포구 서교동 452-7도,192388.3764,550561.0532
12164,마포구,마포구 공덕동 254-8대,195772.6445,549303.8947
12165,마포구,마포구 신공덕동 254-8대,195789.0423,549300.2035
12166,마포구,마포구 신공덕동 460 대,196015.1786,549441.9133
12167,마포구,마포구 상암동 472-2전,189291.1921,553580.4794
12168,마포구,마포구 상암동 664-4 전,189306.3875,553553.5875
12169,마포구,마포구 상암동 408-3 철,189808.8208,553922.145
12170,마포구,마포구 상암동 289-31임,189869.925,554057.15
12171,마포구,마포구 합정동 407도,191884.4814,550086.6469
12172,마포구,마포구 상암동 408-3 철,189802.7288,553952.6253
12173,마포구,마포구 상암동 508-8 철,189795.1308,553911.189
12174,마포구,마포구 상암동 524철,189433.1529,554039.8191
12175,마포구,마포구 상암동 408-3 철,189781.2111,553960.7359
12176,마포구,마포구 동교동 191-2도,193493.6436,551044.3943
12177,마포구,마포구 동교동 324대,193716.7326,550921.0214
12178,마포구,마포구 동교동 325대,193727.6245,550928.6945
12179,마포구,마포구 동교동 325대,193727.6245,550928.6945
12180,마포구,마포구 성산동 30-46대,191898.0549,550974.9987
12181,마포구,마포구 공덕동 371 대,195639.7258,549369.9517
12182,마포구,마포구 상수동 309-10도,193202.7439,549824.7883
12183,마포구,마포구 상수동 360-22대,193176.4177,549816.1665
12184,마포구,마포구 상수동 86-43대,193220.0425,549796.1475
12185,마포구,마포구 상수동 309-10도,193186.2098,549781.6804
12186,마포구,마포구 서교동 349도,193194.3481,550117.0671
12187,마포구,마포구 서교동 344-15대,193210.1955,550123.4515
12188,마포구,마포구 서교동 486 대,193214.6375,550149.5187
12189,마포구,마포구 서교동 486 대,193200.6958,550151.2508
12190,마포구,마포구 신수동 49-6대,194136.2742,550355.5006
12191,마포구,마포구 신수동 49-22대,194102.275,550378.0187
12192,마포구,마포구 신수동 49-52도,194092.0646,550368.2694
12193,마포구,마포구 서교동 349도,193187.0881,550129.9762
12194,마포구,마포구 서교동 486 대,193188.1375,550144.8937
12195,마포구,마포구 서교동 349도,193463.8258,550427.5528
12196,마포구,마포구 서교동 332-4대,193467.3437,550409.5686
12197,마포구,마포구 서교동 190-1철,193666.6265,550449.9189
12198,마포구,마포구 상수동 93-4 도,193191.8861,549946.5727
12199,마포구,마포구 상수동 93-46도,193206.8861,549948.1727
12200,마포구,마포구 상암동 296답,189841.0855,553750.2237
12201,마포구,마포구 상암동 886임,189585.925,553737.8937
12202,마포구,마포구 상암동 886임,189585.925,553737.8937
12203,마포구,마포구 상암동 산4-1임,190524.6175,552725.4141
12204,마포구,마포구 망원동 206-14도,191414.769,551173.6794
12205,마포구,마포구 망원동 206-14도,191414.769,551173.6794
12206,마포구,마포구 망원동 ,191420.6085,551164.61
12207,마포구,마포구 망원동 ,191420.6085,551164.61
12208,마포구,마포구 망원동 471-39도,191406.2914,551153.3459
12209,마포구,마포구 망원동 471-39도,191406.2914,551153.3459
12210,마포구,마포구 망원동 471-39도,191395.1367,551162.5884
12211,마포구,마포구 망원동 471-39도,191395.1367,551162.5884
12212,마포구,마포구 공덕동 174-9도,195849.6319,549680.4855
12213,마포구,마포구 공덕동 174-9도,195849.6319,549680.4855
12214,마포구,마포구 신공덕동 2-307대,196086.4421,549159.7527
12215,마포구,마포구 상암동 1451대,190778.4708,552859.5338
12216,마포구,마포구 도화동 237-9 도,195675.1556,549185.102
12217,마포구,마포구 도화동 240-26 도,195688.7564,549199.8032
12218,마포구,마포구 서교동 347-28대,193330.1375,550361.8937
12219,마포구,마포구 서교동 347-18대,193293.304,550365.5876
12220,마포구,마포구 서교동 347-18대,193293.304,550365.5876
12221,마포구,마포구 서교동 347-25대,193291.325,550382.0812
12222,마포구,마포구 서교동 347-2대,193307.1,550388.4187
12223,마포구,마포구 서교동 347-2대,193307.1,550388.4187
12224,마포구,마포구 서교동 347-5도,193326.2,550391.4812
12225,마포구,마포구 서교동 571-10대,192765.1595,550640.8509
12226,마포구,마포구 신수동 120-7 도,194087.3397,550085.591
12227,마포구,마포구 용강동 660대,194838.4375,549077.8187
12228,마포구,마포구 용강동 660대,194844.9,549066.5562
12229,마포구,마포구 용강동 660대,194844.9,549066.5562
12230,마포구,마포구 신수동 451 대,194281.025,549493.8562
12231,마포구,마포구 신공덕동 14-16대,195950.5125,549209.85
12232,마포구,마포구 동교동 200-22대,193089.0375,550631.8937
12233,마포구,마포구 서교동 477-29 도,192252.65,550372.6875
12234,마포구,마포구 합정동 474-20대,192228.5211,550374.4291
12235,마포구,마포구 동교동 200-28대,193093.6161,550614.1592
12236,마포구,마포구 서교동 200-29대,193086.2272,550616.2721
12237,마포구,마포구 서교동 200-2 대,193042.8723,550642.4545
12238,마포구,마포구 상암동 1156-2 천,191252.2558,552873.5104
12239,마포구,마포구 상암동 238도,191249.125,552853.75
12240,마포구,마포구 상암동 223-15대,191238.8875,552853.1375
12241,마포구,마포구 상암동 223-15대,191232.356,552864.6001
12242,마포구,마포구 망원동 428-11대,191248.161,550598.0005
12243,마포구,마포구 망원동 428-16대,191237.4735,550585.1255
12244,마포구,마포구 서교동 204-1대,192957.8398,550733.7201
12245,마포구,마포구 동교동 204-27대,193002.1488,550719.6558
12246,마포구,마포구 상암동 1603 대,190356.8153,553220.7144
12247,마포구,마포구 상암동 1603 대,190355.4931,553176.7811
12248,마포구,마포구 망원동 394-27도,191626.3884,550307.0657
12249,마포구,마포구 합정동 441-45도,191632.6884,550291.8658
12250,마포구,마포구 합정동 400-2대,191620.25,550284.3062
12251,마포구,마포구 망원동 392-13도,191576.9884,550269.7658
12252,마포구,마포구 망원동 392-13도,191573.6884,550286.7658
12253,마포구,마포구 연남동 241-60대,193042.2191,551536.4244
12254,마포구,마포구 연남동 241-71대,193049.2688,551513.7907
12255,마포구,마포구 연남동 241-71대,193049.2688,551513.7907
12256,마포구,마포구 연남동 242-6도,193027.9687,551506.292
12257,마포구,마포구 상암동 1702 도,190102.5347,553343.4173
12258,마포구,마포구 상암동 140-12전,190230.8645,553074.7143
12259,마포구,마포구 성산동 산4-8임,191545.3669,551497.1797
12260,마포구,마포구 성산동 산 4-28 도,191484.7375,551504.5812
12261,마포구,마포구 성산동 산4-8임,191508.7597,551521.2028
12262,마포구,마포구 하중동 444 대,193710.162,549578.854
12263,마포구,마포구 하중동 444 대,193701.2625,549560.2062
12264,마포구,마포구 상암동 1580 장,189875.9666,553554.6343
12265,마포구,마포구 상암동 1580 장,189828.7375,553587.7312
12266,마포구,마포구 상암동 1695 도,190507.275,553111.225
12267,마포구,마포구 신수동 65-7 대,194086.5272,550046.466
12268,마포구,마포구 신공덕동 460 대,195984.7411,549440.4133
12269,마포구,마포구 서교동 353-7대,192855.6839,550258.6135
12270,마포구,마포구 창전동 27-11대,193910.1694,549790.216
12271,마포구,마포구 서교동 395-103 도,192803.9616,549839.715
12272,마포구,마포구 아현동 126-72도,196149.3459,550581.8023
12273,마포구,마포구 아현동 126-72도,196245.6781,550577.2637
12274,마포구,마포구 아현동 251-46도,196223.1726,550574.4911
12275,마포구,마포구 아현동 251-46도,196223.1726,550574.4911
12276,마포구,마포구 아현동 126-72도,196212.3032,550579.6914
12277,마포구,마포구 아현동 126-72도,196212.3032,550579.6914
12278,마포구,마포구 아현동 267-1 학,196230.0806,550538.345
12279,마포구,마포구 아현동 267-1 학,196217.2681,550540.2825
12280,마포구,마포구 아현동 267-1 학,196217.2681,550540.2825
12281,마포구,마포구 신수동 1-1학,194585.2319,549760.2088
12282,마포구,마포구 신수동 1-1학,194588.9819,549750.0005
12283,마포구,마포구 상암동 411-4도,190040.0875,553773.5625
12284,마포구,마포구 아현동 267-2학,196111.9686,550323.4849
12285,마포구,마포구 아현동 267-1 학,196195.6431,550538.595
12286,마포구,마포구 도화동 536대,195269.7998,548915.1035
12287,마포구,마포구 도화동 170-15도,195250.6631,548953.3844
12288,마포구,마포구 합정동 442-8대,192071.4558,550469.9216
12289,마포구,마포구 연남동 413-22 도,193439.4885,551543.0338
12290,마포구,마포구 창전동 70-16대,194056.5,549951.9937
12291,마포구,마포구 용강동 660대,194872.75,549047.5812
12292,마포구,마포구 염리동 32-38 도,195047.3336,549733.9895
12293,마포구,마포구 서교동 466-12도,192657.2029,550493.2725
12294,마포구,마포구 서교동 448-9대,192639.9048,550488.6533
12295,마포구,마포구 공덕동 61-2대,196294.125,549776.8062
12296,마포구,마포구 서교동 352-13대,192796.1279,550358.666
12297,마포구,마포구 서교동 352-12대,192798.9075,550340.7075
12298,마포구,마포구 서교동 463-14대,192767.0529,550331.0042
12299,마포구,마포구 서교동 445-8구,192750.2202,550359.3268
12300,마포구,마포구 서교동 446-52도,192747.8,550373.3062
12301,마포구,마포구 대흥동 18-55대,195075.2813,550136.3749
12302,마포구,마포구 상암동 1707 도,190392.5847,552935.4111
12303,마포구,마포구 상암동 1707 도,190381.5375,552952.375
12304,마포구,마포구 성산동 214-23대,191801.4966,551106.3708
12305,마포구,마포구 망원동 214-8대,191776.8708,551102.3702
12306,마포구,마포구 도화동 385-223대,195394.5314,549305.0626
12307,마포구,마포구 도화동 385-223대,195382.6479,549301.6263
12308,마포구,마포구 염리동 150학,195373.312,549314.4885
12309,마포구,마포구 염리동 150학,195369.7388,549321.5317
12310,마포구,마포구 염리동 150학,195379.5134,549333.7021
12311,마포구,마포구 노고산동 4-94 대,194745.0113,550748.6785
12312,마포구,마포구 노고산동 4-94 대,194745.0113,550748.6785
12313,마포구,마포구 노고산동 4-93 대,194741.272,550733.7487
12314,마포구,마포구 노고산동 53-47도,194188.1203,550713.1441
12315,마포구,마포구 상암동 101-2대,190300.1395,552856.096
12316,마포구,마포구 상암동 1654 대,190261.2543,552833.9805
12317,마포구,마포구 성산동 1161-5 도,191199.8819,552561.5976
12318,마포구,마포구 성산동 1161-5 도,191209.5069,552555.5976
12319,마포구,마포구 구수동 95-2 도,194056.281,549792.1941
12320,마포구,마포구 상암동 1679 대,189442.45,553113.25
12321,마포구,마포구 상암동 451-11 답,189463.0625,553139.4625
12322,마포구,마포구 창전동 1-31 철,194025.0836,550172.7503
12323,마포구,마포구 창전동 56-92대,194069.8336,550171.5628
12324,마포구,마포구 대흥동 51 학,194942.8015,549619.2823
12325,마포구,마포구 노고산동 33-30대,194341.3958,550643.3723
12326,마포구,마포구 노고산동 13-28대,194438.3297,550594.3252
12327,마포구,마포구 노고산동 ,194416.8759,550592.6304
12328,마포구,마포구 노고산동 ,194416.8759,550592.6304
12329,마포구,마포구 중동 408-1 도,191422.198,552722.4839
12330,마포구,마포구 중동 371-1대,191442.7339,552731.2606
12331,마포구,마포구 망원동 479-50대,191565.9498,550856.5922
12332,마포구,마포구 망원동 479-50대,191565.9498,550856.5922
12333,마포구,마포구 망원동 479-51대,191554.0185,550854.0636
12334,마포구,마포구 망원동 477-6도,191561.1373,550873.1547
12335,마포구,마포구 망원동 477-6도,191561.1373,550873.1547
12336,마포구,마포구 성산동 1146전,191037.1191,552660.6304
12337,마포구,마포구 성산동 1145전,191058.0104,552673.1374
12338,마포구,마포구 성산동 1145-1전,191074.8471,552674.4645
12339,마포구,마포구 창전동 448 대,193832.5771,549557.1577
12340,마포구,마포구 창전동 169-4도,193844.3014,549551.5797
12341,마포구,마포구 창전동 169-4도,193850.7014,549545.9797
12342,마포구,마포구 창전동 165-7 도,193874.0282,549547.852
12343,마포구,마포구 창전동 165-7 도,193883.8893,549547.1333
12344,마포구,마포구 창전동 150-43도,193904.9919,549575.9645
12345,마포구,마포구 창전동 211-2 대,193892.941,549586.1125
12346,마포구,마포구 성산동 38-6대,191564.1999,552012.363
12347,마포구,마포구 성산동 35-38도,191567.3625,551998.9816
12348,마포구,마포구 상암동 1695 도,190795.8403,552867.8755
12349,마포구,마포구 상수동 327-12전,193201.1578,549671.5145
12350,마포구,마포구 상수동 327-12전,193185.0578,549678.6645
12351,마포구,마포구 성산동 1151-1답,191091.1255,552663.4845
12352,마포구,마포구 성산동 1147답,191070.4699,552636.6062
12353,마포구,마포구 성산동 1624 대,191060.4029,552630.5754
12354,마포구,마포구 성산동 1147답,191045.563,552652.5158
12355,마포구,마포구 동교동 375 철,193195.5686,550921.6738
12356,마포구,마포구 동교동 229-50대,193249,551177.8562
12357,마포구,마포구 성산동 293-3도,192369.1508,551913.92
12358,마포구,마포구 중동 397 대,191454.375,552318.3062
12359,마포구,마포구 성산동 450대,191289.7959,551795.1216
12360,마포구,마포구 성산동 450대,191312.7194,551791.7079
12361,마포구,마포구 성산동 450대,191301.9383,551745.2874
12362,마포구,마포구 중동 63 학,191556.6218,552442.3334
12363,마포구,마포구 성산동 370-27대,192747.3088,551315.7048
12364,마포구,마포구 성산동 134-183도,192174.6435,551827.1307
12365,마포구,마포구 대흥동 62-10대,194791.2546,549680.9167
12366,마포구,마포구 대흥동 60-12대,194777.4125,549665.7437
12367,마포구,마포구 대흥동 82-1대,194742.3236,549665.684
12368,마포구,마포구 대흥동 75-2대,194738.5987,549679.6925
12369,마포구,마포구 대흥동 64-5구,194773.7601,549708.2439
12370,마포구,마포구 대흥동 43-26구,194790.9397,549696.8927
12371,마포구,마포구 중동 267-1철,191537.9145,552436.6474
12372,마포구,마포구 염리동 144 대,195446.8518,550808.3421
12373,마포구,마포구 신수동 93-120대,194218.5375,549756.2562
12374,마포구,마포구 서교동 633-2 대,192516.5623,550708.0918
12375,마포구,마포구 대흥동 803 대,194642.0125,549523.0312
12376,마포구,마포구 대흥동 22-60학,194839.7375,549800.475
12377,마포구,마포구 대흥동 22-60학,194888.4486,549831.8311
12378,마포구,마포구 상암동 296답,189854.6231,553747.7869
12379,마포구,마포구 상암동 296답,189858.6844,553736.6184
12380,마포구,마포구 상암동 298-2답,189841.2209,553725.2468
12381,마포구,마포구 상암동 298-2답,189832.3538,553719.4933
12382,마포구,마포구 상암동 296답,189830.0406,553735.709
12383,마포구,마포구 상암동 1049-4 철,189960.4192,553684.7093
12384,마포구,마포구 상암동 775철,189948.2317,553676.8343
12385,마포구,마포구 상암동 786-1도,189925.6692,553692.8968
12386,마포구,마포구 상암동 266-6 철,189918.8567,553700.8968
12387,마포구,마포구 상암동 775철,189933.3567,553712.5843
12388,마포구,마포구 상암동 409-1 철,190073.1809,553648.7558
12389,마포구,마포구 상암동 262-1답,190055.7673,553640.1109
12390,마포구,마포구 상암동 262-1답,190047.8082,553634.3782
12391,마포구,마포구 상암동 1049-4 철,190036.3903,553648.1109
12392,마포구,마포구 상암동 256-5전,190146.0311,553616.0016
12393,마포구,마포구 상암동 256-9답,190157.5192,553597.3383
12394,마포구,마포구 상암동 256-5전,190141.7,553586.8182
12395,마포구,마포구 상암동 256-5전,190125.039,553590.1876
12396,마포구,마포구 상암동 256-5전,190121.5311,553601.6017
12397,마포구,마포구 상암동 256-5전,190135.849,553612.3367
12398,마포구,마포구 상암동 254-2전,190223.1359,553550.0607
12399,마포구,마포구 상암동 254-2전,190232.5429,553555.0409
12400,마포구,마포구 당인동 424 도,192864.7366,549531.1692
12401,마포구,마포구 당인동 316-14도,192873.9426,549545.5796
12402,마포구,마포구 망원동 376-21대,191882.711,550411.2507
12403,마포구,마포구 합정동 428-38도,191888.9423,550396.5419
12404,마포구,마포구 상암동 1603 대,190364.1102,553204.1217
12405,마포구,마포구 상암동 1603 대,190308.4398,553176.5302
12406,마포구,마포구 상암동 1582-1 학,189822.3048,553536.1388
12407,마포구,마포구 상암동 1580 장,189868.0659,553577.5918
12408,마포구,마포구 망원동 416-82 도,191348.0327,550513.0166
12409,마포구,마포구 망원동 397-5대,191336.9331,550500.3157
12410,마포구,마포구 성산동 450대,191284.8946,551744.1292
12411,마포구,마포구 상수동 400-1대,193583.9062,549572.263
12412,마포구,마포구 상수동 445 공,193583.7993,549587.8127
12413,마포구,마포구 상수동 445 공,193611.2727,549569.3228
12414,마포구,마포구 합정동 419도,192337.3056,549940.1283
12415,마포구,마포구 서교동 419도,192355.7268,549946.8409
12416,마포구,마포구 서교동 ,192375.7691,549964.1633
12417,마포구,마포구 성산동 산 11-58 공,192266.8009,551039.0736
12418,마포구,마포구 망원동 394-25구,191578.1356,550316.311
12419,마포구,마포구 상암동 258-1답,190241.0507,553536.9186
12420,마포구,마포구 상암동 410-1 철,190223.3407,553515.9518
12421,마포구,마포구 상암동 258-1답,190212.6311,553533.1017
12422,마포구,마포구 상암동 410-1 철,190205.3812,553542.5722
12423,마포구,마포구 창전동 246-17 도,193959.8064,549550.1019
12424,마포구,마포구 창전동 357-2도,193982.4007,549577.9932
12425,마포구,마포구 서교동 571-9대,192760.0248,550657.5768
12426,마포구,마포구 도화동 139-207대,196136.075,548970.0687
12427,마포구,마포구 용강동 660대,194884.2724,549061.8364
12428,마포구,마포구 서교동 193-4구,193670.4958,550460.595
12429,마포구,마포구 대흥동 22-60학,194876.7819,549840.095
12430,마포구,마포구 대흥동 22-60학,194889.7258,549821.5069
12431,마포구,마포구 대흥동 22-60학,194871.2542,549804.4394
12432,마포구,마포구 대흥동 22-60학,194862.6873,549794.9046
12433,마포구,마포구 대흥동 22-60학,194841.2542,549822.5644
12434,마포구,마포구 상암동 1689 대,189503.425,553123.7625
12435,마포구,마포구 상암동 1730-3 도,189465.7045,553087.6704
12436,마포구,마포구 상암동 1678 종,189454.2,553096.9625
12437,마포구,마포구 서교동 487 대,192555.2153,550593.649
12438,마포구,마포구 서교동 487 대,192555.2153,550593.649
12439,마포구,마포구 신수동 33-22대,194493.2079,550242.4471
12440,마포구,마포구 신수동 31-29대,194470.6296,550244.0844
12441,마포구,마포구 동교동 228-60도,193244.6326,551005.545
12442,마포구,마포구 동교동 200-9도,193226.5942,551003.863
12443,마포구,마포구 창전동 19-8대,193895.6535,549769.0167
12444,마포구,마포구 공덕동 252-5대,195826.8433,549406.5708
12445,마포구,마포구 공덕동 237-9 도,195813.7074,549425.3607
12446,마포구,마포구 서교동 201-14대,192921.8744,550518.9257
12447,마포구,마포구 서교동 205-11 도,192924.2521,550504.32
12448,마포구,마포구 서교동 205-11 도,192924.2521,550504.32
12449,마포구,마포구 서교동 201-17대,192943.4875,550495.8062
12450,마포구,마포구 서교동 206-1대,192887.9364,550486.906
12451,마포구,마포구 서교동 206-12대,192907.7419,550478.7869
12452,마포구,마포구 서교동 206-12대,192907.7419,550478.7869
12453,마포구,마포구 아현동 39-8대,196665.2234,550224.1641
12454,마포구,마포구 성산동 200-68대,191803.3425,551689.7943
12455,마포구,마포구 성산동 200-67대,191795.8186,551700.9664
12456,마포구,마포구 서교동 245-45 대,192074.475,550727.9187
12457,마포구,마포구 망원동 245-19도,192056.7302,550714.5388
12458,마포구,마포구 서교동 341-1학,193241.7125,550245.9687
12459,마포구,마포구 성산동 산11-59임,192107.4664,550999.5292
12460,마포구,마포구 공덕동 45 도,196328.8375,549782.4312
12461,마포구,마포구 공덕동 65-1대,196314.6772,549767.8272
12462,마포구,마포구 성산동 597대,191588.1286,551407.1995
12463,마포구,마포구 망원동 201-6 도,191563.9583,551398.4011
12464,마포구,마포구 서교동 487 대,192578.5971,550600.7684
12465,마포구,마포구 노고산동 60-11도,194926.3439,550771.261
12466,마포구,마포구 서교동 ,192359.3313,550002.0037
12467,마포구,마포구 합정동 419도,192325.1052,549978.3305
12468,마포구,마포구 신수동 71-25 대,194075.0973,549947.6511
12469,마포구,마포구 신수동 65-12 도,194093.6973,550055.0511
12470,마포구,마포구 서교동 206-7대,192909.1625,550463.3187
